Measurement,Country,Location,Latitude,Longitude,Start,End,conc,unc,uncrel
m427_S,Norway,Svanhovd,69.45,31.04,06/04/2020,14/04/2020,<0.13,,
m427_J,Norway,Svanhovd,69.45,29.04,06/04/2020,14/04/2020,<0.13,,
m427_V,Norway,Svanhovd,70.45,30.04,06/04/2020,14/04/2020,<0.13,,
m427_Z,Norway,Svanhovd,68.45,30.04,06/04/2020,14/04/2020,<0.13,,
m428_C,Norway,Svanhovd,69.45,30.04,14/04/2020,20/04/2020,0.36,0.0936,26
m428_S,Norway,Svanhovd,69.45,31.04,14/04/2020,20/04/2020,0.36,0.0936,26
m428_J,Norway,Svanhovd,69.45,29.04,14/04/2020,20/04/2020,0.36,0.0936,26
m428_V,Norway,Svanhovd,70.45,30.04,14/04/2020,20/04/2020,0.36,0.0936,26
m428_Z,Norway,Svanhovd,68.45,30.04,14/04/2020,20/04/2020,0.36,0.0936,26
m429_C,Norway,Svanhovd,69.45,30.04,20/04/2020,27/04/2020,<0.16,,
m429_S,Norway,Svanhovd,69.45,31.04,20/04/2020,27/04/2020,<0.16,,
m429_J,Norway,Svanhovd,69.45,29.04,20/04/2020,27/04/2020,<0.16,,
m429_V,Norway,Svanhovd,70.45,30.04,20/04/2020,27/04/2020,<0.16,,
m429_Z,Norway,Svanhovd,68.45,30.04,20/04/2020,27/04/2020,<0.16,,
m430_C,Norway,Viksjofjell,69.62,30.81,29/03/2020,05/04/2020,<0.23,,
m430_S,Norway,Viksjofjell,69.62,31.81,29/03/2020,05/04/2020,<0.23,,
m430_J,Norway,Viksjofjell,69.62,29.81,29/03/2020,05/04/2020,<0.23,,
m430_V,Norway,Viksjofjell,70.62,30.81,29/03/2020,05/04/2020,<0.23,,
m430_Z,Norway,Viksjofjell,68.62,30.81,29/03/2020,05/04/2020,<0.23,,
m431_C,Norway,Viksjofjell,69.62,30.81,05/04/2020,12/04/2020,<0.24,,
m431_S,Norway,Viksjofjell,69.62,31.81,05/04/2020,12/04/2020,<0.24,,
m431_J,Norway,Viksjofjell,69.62,29.81,05/04/2020,12/04/2020,<0.24,,
m431_V,Norway,Viksjofjell,70.62,30.81,05/04/2020,12/04/2020,<0.24,,
m431_Z,Norway,Viksjofjell,68.62,30.81,05/04/2020,12/04/2020,<0.24,,
m432_C,Norway,Viksjofjell,69.62,30.81,12/04/2020,19/04/2020,0.43,0.1118,26
m432_S,Norway,Viksjofjell,69.62,31.81,12/04/2020,19/04/2020,0.43,0.1118,26
m432_J,Norway,Viksjofjell,69.62,29.81,12/04/2020,19/04/2020,0.43,0.1118,26
m432_V,Norway,Viksjofjell,70.62,30.81,12/04/2020,19/04/2020,0.43,0.1118,26
m432_Z,Norway,Viksjofjell,68.62,30.81,12/04/2020,19/04/2020,0.43,0.1118,26
m433_C,Norway,Viksjofjell,69.62,30.81,19/04/2020,26/04/2020,<0.22,,
m433_S,Norway,Viksjofjell,69.62,31.81,19/04/2020,26/04/2020,<0.22,,
m433_J,Norway,Viksjofjell,69.62,29.81,19/04/2020,26/04/2020,<0.22,,
m433_V,Norway,Viksjofjell,70.62,30.81,19/04/2020,26/04/2020,<0.22,,
m433_Z,Norway,Viksjofjell,68.62,30.81,19/04/2020,26/04/2020,<0.22,,
m434_C,Poland,Białystok,53.128,23.165,30/03/2020,06/04/2020,0.55,0.09,
m434_S,Poland,Białystok,53.128,24.165,30/03/2020,06/04/2020,0.55,0.09,
m434_J,Poland,Białystok,53.128,22.165,30/03/2020,06/04/2020,0.55,0.09,
m434_V,Poland,Białystok,54.128,23.165,30/03/2020,06/04/2020,0.55,0.09,
m434_Z,Poland,Białystok,52.128,23.165,30/03/2020,06/04/2020,0.55,0.09,
m435_C,Poland,Białystok,53.128,23.165,06/04/2020,14/04/2020,3.68,0.17,
m435_S,Poland,Białystok,53.128,24.165,06/04/2020,14/04/2020,3.68,0.17,
m435_J,Poland,Białystok,53.128,22.165,06/04/2020,14/04/2020,3.68,0.17,
m435_V,Poland,Białystok,54.128,23.165,06/04/2020,14/04/2020,3.68,0.17,
m435_Z,Poland,Białystok,52.128,23.165,06/04/2020,14/04/2020,3.68,0.17,
m436_C,Poland,Białystok,53.128,23.165,14/04/2020,20/04/2020,0.77,0.06,
m436_S,Poland,Białystok,53.128,24.165,14/04/2020,20/04/2020,0.77,0.06,
m436_J,Poland,Białystok,53.128,22.165,14/04/2020,20/04/2020,0.77,0.06,
m436_V,Poland,Białystok,54.128,23.165,14/04/2020,20/04/2020,0.77,0.06,
m436_Z,Poland,Białystok,52.128,23.165,14/04/2020,20/04/2020,0.77,0.06,
m437_C,Poland,Białystok,53.128,23.165,20/04/2020,27/04/2020,0.73,0.09,
m437_S,Poland,Białystok,53.128,24.165,20/04/2020,27/04/2020,0.73,0.09,
m437_J,Poland,Białystok,53.128,22.165,20/04/2020,27/04/2020,0.73,0.09,
m437_V,Poland,Białystok,54.128,23.165,20/04/2020,27/04/2020,0.73,0.09,
m437_Z,Poland,Białystok,52.128,23.165,20/04/2020,27/04/2020,0.73,0.09,
m438_C,Poland,Gdynia,54.521,18.546,30/03/2020,06/04/2020,<0.13,,
m438_S,Poland,Gdynia,54.521,19.546,30/03/2020,06/04/2020,<0.13,,
m438_J,Poland,Gdynia,54.521,17.546,30/03/2020,06/04/2020,<0.13,,
m438_V,Poland,Gdynia,55.521,18.546,30/03/2020,06/04/2020,<0.13,,
m438_Z,Poland,Gdynia,53.521,18.546,30/03/2020,06/04/2020,<0.13,,
m439_C,Poland,Gdynia,54.521,18.546,06/04/2020,14/04/2020,6.92,0.11,
m439_S,Poland,Gdynia,54.521,19.546,06/04/2020,14/04/2020,6.92,0.11,
m439_J,Poland,Gdynia,54.521,17.546,06/04/2020,14/04/2020,6.92,0.11,
m439_V,Poland,Gdynia,55.521,18.546,06/04/2020,14/04/2020,6.92,0.11,
m439_Z,Poland,Gdynia,53.521,18.546,06/04/2020,14/04/2020,6.92,0.11,
m440_C,Poland,Gdynia,54.521,18.546,14/04/2020,20/04/2020,0.21,0.1,
m440_S,Poland,Gdynia,54.521,19.546,14/04/2020,20/04/2020,0.21,0.1,
m440_J,Poland,Gdynia,54.521,17.546,14/04/2020,20/04/2020,0.21,0.1,
m440_V,Poland,Gdynia,55.521,18.546,14/04/2020,20/04/2020,0.21,0.1,
m440_Z,Poland,Gdynia,53.521,18.546,14/04/2020,20/04/2020,0.21,0.1,
m441_C,Poland,Gdynia,54.521,18.546,20/04/2020,27/04/2020,<0.17,,
m441_S,Poland,Gdynia,54.521,19.546,20/04/2020,27/04/2020,<0.17,,
m441_J,Poland,Gdynia,54.521,17.546,20/04/2020,27/04/2020,<0.17,,
m441_V,Poland,Gdynia,55.521,18.546,20/04/2020,27/04/2020,<0.17,,
m441_Z,Poland,Gdynia,53.521,18.546,20/04/2020,27/04/2020,<0.17,,
m442_C,Poland,Katowice,50.271,19.027,30/03/2020,06/04/2020,0.86,0.22,
m442_S,Poland,Katowice,50.271,20.027,30/03/2020,06/04/2020,0.86,0.22,
m442_J,Poland,Katowice,50.271,18.027,30/03/2020,06/04/2020,0.86,0.22,
m442_V,Poland,Katowice,51.271,19.027,30/03/2020,06/04/2020,0.86,0.22,
m442_Z,Poland,Katowice,49.271,19.027,30/03/2020,06/04/2020,0.86,0.22,
m443_C,Poland,Katowice,50.271,19.027,06/04/2020,14/04/2020,6.32,0.37,
m443_S,Poland,Katowice,50.271,20.027,06/04/2020,14/04/2020,6.32,0.37,
m443_J,Poland,Katowice,50.271,18.027,06/04/2020,14/04/2020,6.32,0.37,
m443_V,Poland,Katowice,51.271,19.027,06/04/2020,14/04/2020,6.32,0.37,
m443_Z,Poland,Katowice,49.271,19.027,06/04/2020,14/04/2020,6.32,0.37,
m444_C,Poland,Katowice,50.271,19.027,14/04/2020,20/04/2020,0.99,0.11,
m444_S,Poland,Katowice,50.271,20.027,14/04/2020,20/04/2020,0.99,0.11,
m444_J,Poland,Katowice,50.271,18.027,14/04/2020,20/04/2020,0.99,0.11,
m444_V,Poland,Katowice,51.271,19.027,14/04/2020,20/04/2020,0.99,0.11,
m444_Z,Poland,Katowice,49.271,19.027,14/04/2020,20/04/2020,0.99,0.11,
m445_C,Poland,Katowice,50.271,19.027,20/04/2020,27/04/2020,1.61,0.29,
m445_S,Poland,Katowice,50.271,20.027,20/04/2020,27/04/2020,1.61,0.29,
m445_J,Poland,Katowice,50.271,18.027,20/04/2020,27/04/2020,1.61,0.29,
m445_V,Poland,Katowice,51.271,19.027,20/04/2020,27/04/2020,1.61,0.29,
m445_Z,Poland,Katowice,49.271,19.027,20/04/2020,27/04/2020,1.61,0.29,
m446_C,Poland,Krakow,50.066,19.966,30/03/2020,06/04/2020,0.46,0.11,
m446_S,Poland,Krakow,50.066,20.966,30/03/2020,06/04/2020,0.46,0.11,
m446_J,Poland,Krakow,50.066,18.966,30/03/2020,06/04/2020,0.46,0.11,
m446_V,Poland,Krakow,51.066,19.966,30/03/2020,06/04/2020,0.46,0.11,
m446_Z,Poland,Krakow,49.066,19.966,30/03/2020,06/04/2020,0.46,0.11,
m447_C,Poland,Krakow,50.066,19.966,06/04/2020,14/04/2020,2.53,0.25,
m447_S,Poland,Krakow,50.066,20.966,06/04/2020,14/04/2020,2.53,0.25,
m447_J,Poland,Krakow,50.066,18.966,06/04/2020,14/04/2020,2.53,0.25,
m447_V,Poland,Krakow,51.066,19.966,06/04/2020,14/04/2020,2.53,0.25,
m447_Z,Poland,Krakow,49.066,19.966,06/04/2020,14/04/2020,2.53,0.25,
m448_C,Poland,Krakow,50.066,19.966,14/04/2020,20/04/2020,0.78,0.2,
m448_S,Poland,Krakow,50.066,20.966,14/04/2020,20/04/2020,0.78,0.2,
m448_J,Poland,Krakow,50.066,18.966,14/04/2020,20/04/2020,0.78,0.2,
m448_V,Poland,Krakow,51.066,19.966,14/04/2020,20/04/2020,0.78,0.2,
m448_Z,Poland,Krakow,49.066,19.966,14/04/2020,20/04/2020,0.78,0.2,
m449_C,Poland,Krakow,50.066,19.966,20/04/2020,27/04/2020,1.18,0.21,
m449_S,Poland,Krakow,50.066,20.966,20/04/2020,27/04/2020,1.18,0.21,
m449_J,Poland,Krakow,50.066,18.966,20/04/2020,27/04/2020,1.18,0.21,
m449_V,Poland,Krakow,51.066,19.966,20/04/2020,27/04/2020,1.18,0.21,
m449_Z,Poland,Krakow,49.066,19.966,20/04/2020,27/04/2020,1.18,0.21,
m450_C,Poland,Lublin,51.261,22.513,30/03/2020,06/04/2020,0.25,0.15,
m450_S,Poland,Lublin,51.261,23.513,30/03/2020,06/04/2020,0.25,0.15,
m450_J,Poland,Lublin,51.261,21.513,30/03/2020,06/04/2020,0.25,0.15,
m450_V,Poland,Lublin,52.261,22.513,30/03/2020,06/04/2020,0.25,0.15,
m450_Z,Poland,Lublin,50.261,22.513,30/03/2020,06/04/2020,0.25,0.15,
m451_C,Poland,Lublin,51.261,22.513,06/04/2020,14/04/2020,2.37,0.17,
m451_S,Poland,Lublin,51.261,23.513,06/04/2020,14/04/2020,2.37,0.17,
m451_J,Poland,Lublin,51.261,21.513,06/04/2020,14/04/2020,2.37,0.17,
m451_V,Poland,Lublin,52.261,22.513,06/04/2020,14/04/2020,2.37,0.17,
m451_Z,Poland,Lublin,50.261,22.513,06/04/2020,14/04/2020,2.37,0.17,
m452_C,Poland,Lublin,51.261,22.513,14/04/2020,20/04/2020,1.03,0.18,
m452_S,Poland,Lublin,51.261,23.513,14/04/2020,20/04/2020,1.03,0.18,
m452_J,Poland,Lublin,51.261,21.513,14/04/2020,20/04/2020,1.03,0.18,
m452_V,Poland,Lublin,52.261,22.513,14/04/2020,20/04/2020,1.03,0.18,
m452_Z,Poland,Lublin,50.261,22.513,14/04/2020,20/04/2020,1.03,0.18,
m453_C,Poland,Lublin,51.261,22.513,20/04/2020,27/04/2020,0.61,0.14,
m453_S,Poland,Lublin,51.261,23.513,20/04/2020,27/04/2020,0.61,0.14,
m453_J,Poland,Lublin,51.261,21.513,20/04/2020,27/04/2020,0.61,0.14,
m453_V,Poland,Lublin,52.261,22.513,20/04/2020,27/04/2020,0.61,0.14,
m453_Z,Poland,Lublin,50.261,22.513,20/04/2020,27/04/2020,0.61,0.14,
m454_C,Poland,Łódź,51.745,19.45,30/03/2020,06/04/2020,0.32,0.11,
m454_S,Poland,Łódź,51.745,20.45,30/03/2020,06/04/2020,0.32,0.11,
m454_J,Poland,Łódź,51.745,18.45,30/03/2020,06/04/2020,0.32,0.11,
m454_V,Poland,Łódź,52.745,19.45,30/03/2020,06/04/2020,0.32,0.11,
m454_Z,Poland,Łódź,50.745,19.45,30/03/2020,06/04/2020,0.32,0.11,
m455_C,Poland,Łódź,51.745,19.45,06/04/2020,14/04/2020,0.66,0.27,
m455_S,Poland,Łódź,51.745,20.45,06/04/2020,14/04/2020,0.66,0.27,
m455_J,Poland,Łódź,51.745,18.45,06/04/2020,14/04/2020,0.66,0.27,
m455_V,Poland,Łódź,52.745,19.45,06/04/2020,14/04/2020,0.66,0.27,
m455_Z,Poland,Łódź,50.745,19.45,06/04/2020,14/04/2020,0.66,0.27,
m456_C,Poland,Łódź,51.745,19.45,14/04/2020,20/04/2020,0.67,0.15,
m456_S,Poland,Łódź,51.745,20.45,14/04/2020,20/04/2020,0.67,0.15,
m456_J,Poland,Łódź,51.745,18.45,14/04/2020,20/04/2020,0.67,0.15,
m456_V,Poland,Łódź,52.745,19.45,14/04/2020,20/04/2020,0.67,0.15,
m456_Z,Poland,Łódź,50.745,19.45,14/04/2020,20/04/2020,0.67,0.15,
m457_C,Poland,Łódź,51.745,19.45,20/04/2020,27/04/2020,0.34,0.22,
m457_S,Poland,Łódź,51.745,20.45,20/04/2020,27/04/2020,0.34,0.22,
m457_J,Poland,Łódź,51.745,18.45,20/04/2020,27/04/2020,0.34,0.22,
m457_V,Poland,Łódź,52.745,19.45,20/04/2020,27/04/2020,0.34,0.22,
m457_Z,Poland,Łódź,50.745,19.45,20/04/2020,27/04/2020,0.34,0.22,
m458_C,Poland,Sanok,49.55,22.201,30/03/2020,06/04/2020,0.43,0.04,
m458_S,Poland,Sanok,49.55,23.201,30/03/2020,06/04/2020,0.43,0.04,
m458_J,Poland,Sanok,49.55,21.201,30/03/2020,06/04/2020,0.43,0.04,
m458_V,Poland,Sanok,50.55,22.201,30/03/2020,06/04/2020,0.43,0.04,
m458_Z,Poland,Sanok,48.55,22.201,30/03/2020,06/04/2020,0.43,0.04,
m459_C,Poland,Sanok,49.55,22.201,06/04/2020,14/04/2020,1.53,0.1,
m459_S,Poland,Sanok,49.55,23.201,06/04/2020,14/04/2020,1.53,0.1,
m459_J,Poland,Sanok,49.55,21.201,06/04/2020,14/04/2020,1.53,0.1,
m459_V,Poland,Sanok,50.55,22.201,06/04/2020,14/04/2020,1.53,0.1,
m459_Z,Poland,Sanok,48.55,22.201,06/04/2020,14/04/2020,1.53,0.1,
m460_C,Poland,Sanok,49.55,22.201,14/04/2020,20/04/2020,<0.24,,
m460_S,Poland,Sanok,49.55,23.201,14/04/2020,20/04/2020,<0.24,,
m460_J,Poland,Sanok,49.55,21.201,14/04/2020,20/04/2020,<0.24,,
m460_V,Poland,Sanok,50.55,22.201,14/04/2020,20/04/2020,<0.24,,
m460_Z,Poland,Sanok,48.55,22.201,14/04/2020,20/04/2020,<0.24,,
m461_C,Poland,Sanok,49.55,22.201,20/04/2020,27/04/2020,0.2,0.2,
m461_S,Poland,Sanok,49.55,23.201,20/04/2020,27/04/2020,0.2,0.2,
m461_J,Poland,Sanok,49.55,21.201,20/04/2020,27/04/2020,0.2,0.2,
m461_V,Poland,Sanok,50.55,22.201,20/04/2020,27/04/2020,0.2,0.2,
m461_Z,Poland,Sanok,48.55,22.201,20/04/2020,27/04/2020,0.2,0.2,
m462_C,Poland,Szczecin,53.421,14.535,30/03/2020,06/04/2020,<0.16,,
m462_S,Poland,Szczecin,53.421,15.535,30/03/2020,06/04/2020,<0.16,,
m462_J,Poland,Szczecin,53.421,13.535,30/03/2020,06/04/2020,<0.16,,
m462_V,Poland,Szczecin,54.421,14.535,30/03/2020,06/04/2020,<0.16,,
m462_Z,Poland,Szczecin,52.421,14.535,30/03/2020,06/04/2020,<0.16,,
m463_C,Poland,Szczecin,53.421,14.535,06/04/2020,14/04/2020,<0.17,,
m463_S,Poland,Szczecin,53.421,15.535,06/04/2020,14/04/2020,<0.17,,
m463_J,Poland,Szczecin,53.421,13.535,06/04/2020,14/04/2020,<0.17,,
m463_V,Poland,Szczecin,54.421,14.535,06/04/2020,14/04/2020,<0.17,,
m463_Z,Poland,Szczecin,52.421,14.535,06/04/2020,14/04/2020,<0.17,,
m464_C,Poland,Szczecin,53.421,14.535,14/04/2020,20/04/2020,<0.18,,
m464_S,Poland,Szczecin,53.421,15.535,14/04/2020,20/04/2020,<0.18,,
m464_J,Poland,Szczecin,53.421,13.535,14/04/2020,20/04/2020,<0.18,,
m464_V,Poland,Szczecin,54.421,14.535,14/04/2020,20/04/2020,<0.18,,
m464_Z,Poland,Szczecin,52.421,14.535,14/04/2020,20/04/2020,<0.18,,
m465_C,Poland,Szczecin,53.421,14.535,20/04/2020,27/04/2020,0.23,0.12,
m465_S,Poland,Szczecin,53.421,15.535,20/04/2020,27/04/2020,0.23,0.12,
m465_J,Poland,Szczecin,53.421,13.535,20/04/2020,27/04/2020,0.23,0.12,
m465_V,Poland,Szczecin,54.421,14.535,20/04/2020,27/04/2020,0.23,0.12,
m465_Z,Poland,Szczecin,52.421,14.535,20/04/2020,27/04/2020,0.23,0.12,
m466_C,Poland,Torun,53.017,18.778,30/03/2020,06/04/2020,0.81,0.12,
m466_S,Poland,Torun,53.017,19.778,30/03/2020,06/04/2020,0.81,0.12,
m466_J,Poland,Torun,53.017,17.778,30/03/2020,06/04/2020,0.81,0.12,
m466_V,Poland,Torun,54.017,18.778,30/03/2020,06/04/2020,0.81,0.12,
m466_Z,Poland,Torun,52.017,18.778,30/03/2020,06/04/2020,0.81,0.12,
m467_C,Poland,Torun,53.017,18.778,06/04/2020,14/04/2020,1.53,0.16,
m467_S,Poland,Torun,53.017,19.778,06/04/2020,14/04/2020,1.53,0.16,
m467_J,Poland,Torun,53.017,17.778,06/04/2020,14/04/2020,1.53,0.16,
m467_V,Poland,Torun,54.017,18.778,06/04/2020,14/04/2020,1.53,0.16,
m467_Z,Poland,Torun,52.017,18.778,06/04/2020,14/04/2020,1.53,0.16,
m468_C,Poland,Torun,53.017,18.778,14/04/2020,20/04/2020,0.16,0.11,
m468_S,Poland,Torun,53.017,19.778,14/04/2020,20/04/2020,0.16,0.11,
m468_J,Poland,Torun,53.017,17.778,14/04/2020,20/04/2020,0.16,0.11,
m468_V,Poland,Torun,54.017,18.778,14/04/2020,20/04/2020,0.16,0.11,
m468_Z,Poland,Torun,52.017,18.778,14/04/2020,20/04/2020,0.16,0.11,
m469_C,Poland,Torun,53.017,18.778,20/04/2020,27/04/2020,0.41,0.12,
m469_S,Poland,Torun,53.017,19.778,20/04/2020,27/04/2020,0.41,0.12,
m469_J,Poland,Torun,53.017,17.778,20/04/2020,27/04/2020,0.41,0.12,
m469_V,Poland,Torun,54.017,18.778,20/04/2020,27/04/2020,0.41,0.12,
m469_Z,Poland,Torun,52.017,18.778,20/04/2020,27/04/2020,0.41,0.12,
m470_C,Poland,Warszawa,52.302,20.988,30/03/2020,06/04/2020,0.7,0.14,
m470_S,Poland,Warszawa,52.302,21.988,30/03/2020,06/04/2020,0.7,0.14,
m470_J,Poland,Warszawa,52.302,19.988,30/03/2020,06/04/2020,0.7,0.14,
m470_V,Poland,Warszawa,53.302,20.988,30/03/2020,06/04/2020,0.7,0.14,
m470_Z,Poland,Warszawa,51.302,20.988,30/03/2020,06/04/2020,0.7,0.14,
m471_C,Poland,Warszawa,52.302,20.988,06/04/2020,14/04/2020,1.45,0.14,
m471_S,Poland,Warszawa,52.302,21.988,06/04/2020,14/04/2020,1.45,0.14,
m471_J,Poland,Warszawa,52.302,19.988,06/04/2020,14/04/2020,1.45,0.14,
m471_V,Poland,Warszawa,53.302,20.988,06/04/2020,14/04/2020,1.45,0.14,
m471_Z,Poland,Warszawa,51.302,20.988,06/04/2020,14/04/2020,1.45,0.14,
m472_C,Poland,Warszawa,52.302,20.988,14/04/2020,20/04/2020,0.59,0.17,
m472_S,Poland,Warszawa,52.302,21.988,14/04/2020,20/04/2020,0.59,0.17,
m472_J,Poland,Warszawa,52.302,19.988,14/04/2020,20/04/2020,0.59,0.17,
m472_V,Poland,Warszawa,53.302,20.988,14/04/2020,20/04/2020,0.59,0.17,
m472_Z,Poland,Warszawa,51.302,20.988,14/04/2020,20/04/2020,0.59,0.17,
m473_C,Poland,Warszawa,52.302,20.988,20/04/2020,27/04/2020,0.79,0.14,
m473_S,Poland,Warszawa,52.302,21.988,20/04/2020,27/04/2020,0.79,0.14,
m473_J,Poland,Warszawa,52.302,19.988,20/04/2020,27/04/2020,0.79,0.14,
m473_V,Poland,Warszawa,53.302,20.988,20/04/2020,27/04/2020,0.79,0.14,
m473_Z,Poland,Warszawa,51.302,20.988,20/04/2020,27/04/2020,0.79,0.14,
m474_C,Poland,Wrocław,51.106,17.063,30/03/2020,06/04/2020,<0.47,,
m474_S,Poland,Wrocław,51.106,18.063,30/03/2020,06/04/2020,<0.47,,
m474_J,Poland,Wrocław,51.106,16.063,30/03/2020,06/04/2020,<0.47,,
m474_V,Poland,Wrocław,52.106,17.063,30/03/2020,06/04/2020,<0.47,,
m474_Z,Poland,Wrocław,50.106,17.063,30/03/2020,06/04/2020,<0.47,,
m475_C,Poland,Wrocław,51.106,17.063,06/04/2020,14/04/2020,1.36,0.13,
m475_S,Poland,Wrocław,51.106,18.063,06/04/2020,14/04/2020,1.36,0.13,
m475_J,Poland,Wrocław,51.106,16.063,06/04/2020,14/04/2020,1.36,0.13,
m475_V,Poland,Wrocław,52.106,17.063,06/04/2020,14/04/2020,1.36,0.13,
m475_Z,Poland,Wrocław,50.106,17.063,06/04/2020,14/04/2020,1.36,0.13,
m476_C,Poland,Wrocław,51.106,17.063,14/04/2020,20/04/2020,0.63,0.13,
m476_S,Poland,Wrocław,51.106,18.063,14/04/2020,20/04/2020,0.63,0.13,
m476_J,Poland,Wrocław,51.106,16.063,14/04/2020,20/04/2020,0.63,0.13,
m476_V,Poland,Wrocław,52.106,17.063,14/04/2020,20/04/2020,0.63,0.13,
m476_Z,Poland,Wrocław,50.106,17.063,14/04/2020,20/04/2020,0.63,0.13,
m477_C,Poland,Wrocław,51.106,17.063,20/04/2020,27/04/2020,0.87,0.08,
m477_S,Poland,Wrocław,51.106,18.063,20/04/2020,27/04/2020,0.87,0.08,
m477_J,Poland,Wrocław,51.106,16.063,20/04/2020,27/04/2020,0.87,0.08,
m477_V,Poland,Wrocław,52.106,17.063,20/04/2020,27/04/2020,0.87,0.08,
m477_Z,Poland,Wrocław,50.106,17.063,20/04/2020,27/04/2020,0.87,0.08,
m478_C,Russia,Dubna,56.7,37.3,07/04/2020,08/04/2020,1.98,0.46,
m478_S,Russia,Dubna,56.7,38.3,07/04/2020,08/04/2020,1.98,0.46,
m478_J,Russia,Dubna,56.7,36.3,07/04/2020,08/04/2020,1.98,0.46,
m478_V,Russia,Dubna,57.7,37.3,07/04/2020,08/04/2020,1.98,0.46,
m478_Z,Russia,Dubna,55.7,37.3,07/04/2020,08/04/2020,1.98,0.46,
m479_C,Russia,Dubna,56.7,37.3,08/04/2020,09/04/2020,1.71,0.46,
m479_S,Russia,Dubna,56.7,38.3,08/04/2020,09/04/2020,1.71,0.46,
m479_J,Russia,Dubna,56.7,36.3,08/04/2020,09/04/2020,1.71,0.46,
m479_V,Russia,Dubna,57.7,37.3,08/04/2020,09/04/2020,1.71,0.46,
m479_Z,Russia,Dubna,55.7,37.3,08/04/2020,09/04/2020,1.71,0.46,
m480_C,Russia,Dubna,56.7,37.3,13/04/2020,14/04/2020,89.8,2.59,
m480_S,Russia,Dubna,56.7,38.3,13/04/2020,14/04/2020,89.8,2.59,
m480_J,Russia,Dubna,56.7,36.3,13/04/2020,14/04/2020,89.8,2.59,
m480_V,Russia,Dubna,57.7,37.3,13/04/2020,14/04/2020,89.8,2.59,
m480_Z,Russia,Dubna,55.7,37.3,13/04/2020,14/04/2020,89.8,2.59,
m481_C,Russia,Kirov,58.6,49.4,03/04/2020,04/04/2020,1.01,0.32,
m481_S,Russia,Kirov,58.6,50.4,03/04/2020,04/04/2020,1.01,0.32,
m481_J,Russia,Kirov,58.6,48.4,03/04/2020,04/04/2020,1.01,0.32,
m481_V,Russia,Kirov,59.6,49.4,03/04/2020,04/04/2020,1.01,0.32,
m481_Z,Russia,Kirov,57.6,49.4,03/04/2020,04/04/2020,1.01,0.32,
m482_C,Russia,Kirov,58.6,49.4,04/04/2020,05/04/2020,3.89,0.34,
m482_S,Russia,Kirov,58.6,50.4,04/04/2020,05/04/2020,3.89,0.34,
m482_J,Russia,Kirov,58.6,48.4,04/04/2020,05/04/2020,3.89,0.34,
m482_V,Russia,Kirov,59.6,49.4,04/04/2020,05/04/2020,3.89,0.34,
m482_Z,Russia,Kirov,57.6,49.4,04/04/2020,05/04/2020,3.89,0.34,
m483_C,Russia,Kirov,58.6,49.4,10/04/2020,11/04/2020,0.89,0.27,
m483_S,Russia,Kirov,58.6,50.4,10/04/2020,11/04/2020,0.89,0.27,
m483_J,Russia,Kirov,58.6,48.4,10/04/2020,11/04/2020,0.89,0.27,
m483_V,Russia,Kirov,59.6,49.4,10/04/2020,11/04/2020,0.89,0.27,
m483_Z,Russia,Kirov,57.6,49.4,10/04/2020,11/04/2020,0.89,0.27,
m484_C,Russia,Kirov,58.6,49.4,14/04/2020,15/04/2020,1.29,0.27,
m484_S,Russia,Kirov,58.6,50.4,14/04/2020,15/04/2020,1.29,0.27,
m484_J,Russia,Kirov,58.6,48.4,14/04/2020,15/04/2020,1.29,0.27,
m484_V,Russia,Kirov,59.6,49.4,14/04/2020,15/04/2020,1.29,0.27,
m484_Z,Russia,Kirov,57.6,49.4,14/04/2020,15/04/2020,1.29,0.27,
m485_C,Russia,Kirov,58.6,49.4,15/04/2020,16/04/2020,7.67,0.47,
m485_S,Russia,Kirov,58.6,50.4,15/04/2020,16/04/2020,7.67,0.47,
m485_J,Russia,Kirov,58.6,48.4,15/04/2020,16/04/2020,7.67,0.47,
m485_V,Russia,Kirov,59.6,49.4,15/04/2020,16/04/2020,7.67,0.47,
m485_Z,Russia,Kirov,57.6,49.4,15/04/2020,16/04/2020,7.67,0.47,
m486_C,Russia,Kurchatov city,51.665,35.649,16/04/2020,21/04/2020,74,,
m486_S,Russia,Kurchatov city,51.665,36.649,16/04/2020,21/04/2020,74,,
m486_J,Russia,Kurchatov city,51.665,34.649,16/04/2020,21/04/2020,74,,
m486_V,Russia,Kurchatov city,52.665,35.649,16/04/2020,21/04/2020,74,,
m486_Z,Russia,Kurchatov city,50.665,35.649,16/04/2020,21/04/2020,74,,
m487_C,Russia,Kursk NPP,51.653,35.683,10/04/2020,11/04/2020,15,,
m487_S,Russia,Kursk NPP,51.653,36.683,10/04/2020,11/04/2020,15,,
m487_J,Russia,Kursk NPP,51.653,34.683,10/04/2020,11/04/2020,15,,
m487_V,Russia,Kursk NPP,52.653,35.683,10/04/2020,11/04/2020,15,,
m487_Z,Russia,Kursk NPP,50.653,35.683,10/04/2020,11/04/2020,15,,
m488_C,Russia,Novovoronezh NPP,51.317,39.219,16/04/2020,21/04/2020,33,,
m488_S,Russia,Novovoronezh NPP,51.317,40.219,16/04/2020,21/04/2020,33,,
m488_J,Russia,Novovoronezh NPP,51.317,38.219,16/04/2020,21/04/2020,33,,
m488_V,Russia,Novovoronezh NPP,52.317,39.219,16/04/2020,21/04/2020,33,,
